IDENTIFIER,CONCEPT_CODE,DEFINITION,PARENT_IDENTIFIER,VALUE,PUBLIC_ID,SORTORDER
427703396,263833004,,427702678,Parrot beak tear,Morphological_Abnormalitiy_PID,0
427703397,264900002,,427702678,Partial thickness tear involving the inferior surface,Morphological_Abnormalitiy_PID,0
427703398,263697003,,427702678,Bucket handle tear,Morphological_Abnormalitiy_PID,0
427703399,263893002,,427702678,Tag tear,Morphological_Abnormalitiy_PID,0
427703406,125208008,,427702687,"Amputated structure, traumatic, delayed",Morphological_Abnormalitiy_PID,0
427703407,89931004,,427702687,Bilateral traumatic amputation,Morphological_Abnormalitiy_PID,0
427703408,125210005,,427702687,"Amputated structure, traumatic, complete",Morphological_Abnormalitiy_PID,0
427703409,125207003,,427702687,"Amputated structure, traumatic, immediate",Morphological_Abnormalitiy_PID,0
427703410,125209000,,427702687,"Amputated structure, traumatic, incomplete",Morphological_Abnormalitiy_PID,0
427703405,125210005,,427702686,"Amputated structure, traumatic, complete",Morphological_Abnormalitiy_PID,0
427703406,125208008,,427702687,"Amputated structure, traumatic, delayed",Morphological_Abnormalitiy_PID,0
427703407,89931004,,427702687,Bilateral traumatic amputation,Morphological_Abnormalitiy_PID,0
427703408,125210005,,427702687,"Amputated structure, traumatic, complete",Morphological_Abnormalitiy_PID,0
427703409,125207003,,427702687,"Amputated structure, traumatic, immediate",Morphological_Abnormalitiy_PID,0
427703410,125209000,,427702687,"Amputated structure, traumatic, incomplete",Morphological_Abnormalitiy_PID,0
427703411,125214001,,427702688,"Amputated structure, surgical, delayed",Morphological_Abnormalitiy_PID,0
427703412,125213007,,427702688,"Amputated structure, surgical, immediate",Morphological_Abnormalitiy_PID,0
427703413,125211009,,427702688,"Amputated structure, surgical, incomplete",Morphological_Abnormalitiy_PID,0
427703414,125212002,,427702688,"Amputated structure, surgical, complete",Morphological_Abnormalitiy_PID,0
427703415,42117003,,427702752,Ulcerated varices,Morphological_Abnormalitiy_PID,0
427703416,59984009,,427702752,Prolapsed varices,Morphological_Abnormalitiy_PID,0
427703417,22341001,,427702752,Thrombosed varices,Morphological_Abnormalitiy_PID,0
427703418,57052009,,427702752,Bleeding varices,Morphological_Abnormalitiy_PID,0
427703419,87319000,,427702772,Eschar,Morphological_Abnormalitiy_PID,0
427703420,35013009,,427702782,Purulent discharge,Morphological_Abnormalitiy_PID,0
427703421,63129006,,427702782,Mucus discharge,Morphological_Abnormalitiy_PID,0
427703422,91369002,,427702782,Bloody discharge,Morphological_Abnormalitiy_PID,0
427703423,123626001,,427702790,Acute passive congestion,Morphological_Abnormalitiy_PID,0
427703424,123626001,,427702793,Acute passive congestion,Morphological_Abnormalitiy_PID,0
427703425,44157001,,427702830,Spongiotic blister,Morphological_Abnormalitiy_PID,0
427703426,71542007,,427702830,Viral blister,Morphological_Abnormalitiy_PID,0
427703427,37500005,,427702830,Blister due to intracellular degeneration,Morphological_Abnormalitiy_PID,0
427703428,4686007,,427702830,Blister due to degeneration of basal cells,Morphological_Abnormalitiy_PID,0
427703429,25154008,,427702830,Blister due to degeneration of the basement zone,Morphological_Abnormalitiy_PID,0
427703430,70266006,,427702830,Acantholytic blister,Morphological_Abnormalitiy_PID,0
427703431,40962006,,427702830,Subcorneal blister,Morphological_Abnormalitiy_PID,0
427703432,400145001,,427702830,Traumatic blister,Morphological_Abnormalitiy_PID,0
427703433,59436009,,427702831,Acute hydrops,Morphological_Abnormalitiy_PID,0
427703434,52074005,,427702831,Subacute hydrops,Morphological_Abnormalitiy_PID,0
427703435,50977005,,427702831,Chronic hydrops,Morphological_Abnormalitiy_PID,0
427703436,47002008,,427702832,Pustule,Morphological_Abnormalitiy_PID,0
427703437,72095004,,427702832,Vesicular inflammation,Morphological_Abnormalitiy_PID,0
427703438,433165008,,427702834,Trichophytobezoar,Morphological_Abnormalitiy_PID,0
427703439,433165008,,427702835,Trichophytobezoar,Morphological_Abnormalitiy_PID,0
427703440,3612005,,427702856,External spontaneous fistula,Morphological_Abnormalitiy_PID,0
427703441,14217000,,427702856,Internal spontaneous fistula,Morphological_Abnormalitiy_PID,0
427703449,129216006,,427702863,Acquired arteriovenous aneurysm,Morphological_Abnormalitiy_PID,0
427703450,110422007,,427702863,Posttraumatic arteriovenous fistula,Morphological_Abnormalitiy_PID,0
427703451,110423002,,427702863,Postoperative arteriovenous fistula,Morphological_Abnormalitiy_PID,0
427703452,312213004,,427702863,Surgical arteriovenous fistula,Morphological_Abnormalitiy_PID,0
427703446,110422007,,427702861,Posttraumatic arteriovenous fistula,Morphological_Abnormalitiy_PID,0
427703447,43856001,,427702861,External traumatic fistula,Morphological_Abnormalitiy_PID,0
427703448,24726002,,427702861,Internal traumatic fistula,Morphological_Abnormalitiy_PID,0
427703449,129216006,,427702863,Acquired arteriovenous aneurysm,Morphological_Abnormalitiy_PID,0
427703450,110422007,,427702863,Posttraumatic arteriovenous fistula,Morphological_Abnormalitiy_PID,0
427703451,110423002,,427702863,Postoperative arteriovenous fistula,Morphological_Abnormalitiy_PID,0
427703452,312213004,,427702863,Surgical arteriovenous fistula,Morphological_Abnormalitiy_PID,0
427703453,129215005,,427702864,Congenital arteriovenous aneurysm,Morphological_Abnormalitiy_PID,0
427703454,128638007,,427702871,Pilar tumor,Morphological_Abnormalitiy_PID,0
427703455,420133000,,427702871,Ruptured trichilemmal cyst,Morphological_Abnormalitiy_PID,0
427703456,129141005,,427702873,Lymphoepithelial cyst,Morphological_Abnormalitiy_PID,0
427703457,418930003,,427702873,Epidermal inclusion cyst,Morphological_Abnormalitiy_PID,0
427703458,416292009,,427702873,Cystic epidermoid choristoma,Morphological_Abnormalitiy_PID,0
427703459,417992006,,427702873,Sebaceous cyst,Morphological_Abnormalitiy_PID,0
427703460,41353005,,427702880,Neurenteric cyst,Morphological_Abnormalitiy_PID,0
427703461,125294002,,427702894,Acute emphysema,Morphological_Abnormalitiy_PID,0
427703462,125295001,,427702894,Chronic emphysema,Morphological_Abnormalitiy_PID,0
427703463,11211003,,427702894,Interstitial emphysema,Morphological_Abnormalitiy_PID,0
427703464,75567003,,427702898,Anterior closed dislocation,Morphological_Abnormalitiy_PID,0
427703465,125179005,,427702898,"Dislocation, complete, anterior",Morphological_Abnormalitiy_PID,0
427703466,1040005,,427702898,Anterior open dislocation,Morphological_Abnormalitiy_PID,0
427703467,19104009,,427702899,Spontaneous closed dislocation,Morphological_Abnormalitiy_PID,0
427703468,61741002,,427702900,Medial open dislocation,Morphological_Abnormalitiy_PID,0
427703469,75567003,,427702901,Anterior closed dislocation,Morphological_Abnormalitiy_PID,0
427703470,11284000,,427702901,"Closed dislocation, incomplete",Morphological_Abnormalitiy_PID,0
427703471,19104009,,427702901,Spontaneous closed dislocation,Morphological_Abnormalitiy_PID,0
427703472,49979005,,427702901,Diastasis of bone,Morphological_Abnormalitiy_PID,0
427703473,43786002,,427702901,Medial closed dislocation,Morphological_Abnormalitiy_PID,0
427703474,36839003,,427702901,"Dislocation, multiple, closed and open",Morphological_Abnormalitiy_PID,0
427703475,51142004,,427702901,Lateral closed dislocation,Morphological_Abnormalitiy_PID,0
427703476,61542006,,427702901,"Closed dislocation, complete",Morphological_Abnormalitiy_PID,0
427703477,76215009,,427702901,"Dislocation, multiple, closed",Morphological_Abnormalitiy_PID,0
427703478,85016000,,427702901,Superior closed dislocation,Morphological_Abnormalitiy_PID,0
427703479,5183005,,427702901,Inferior closed dislocation,Morphological_Abnormalitiy_PID,0
427703480,49210009,,427702901,Posterior closed dislocation,Morphological_Abnormalitiy_PID,0
427703481,129155002,,427702901,Closed traumatic dislocation,Morphological_Abnormalitiy_PID,0
427703482,4023002,,427702901,Recurrent closed dislocation,Morphological_Abnormalitiy_PID,0
427703483,17015005,,427702902,Lateral open dislocation,Morphological_Abnormalitiy_PID,0
427703484,125180008,,427702903,"Dislocation, complete, posterior",Morphological_Abnormalitiy_PID,0
427703485,49210009,,427702903,Posterior closed dislocation,Morphological_Abnormalitiy_PID,0
427703486,16578003,,427702903,Posterior open dislocation,Morphological_Abnormalitiy_PID,0
427703487,125178002,,427702904,"Dislocation, complete, superior",Morphological_Abnormalitiy_PID,0
427703488,1188006,,427702904,Superior open dislocation,Morphological_Abnormalitiy_PID,0
427703489,125179005,,427702905,"Dislocation, complete, anterior",Morphological_Abnormalitiy_PID,0
427703490,125178002,,427702905,"Dislocation, complete, superior",Morphological_Abnormalitiy_PID,0
427703491,125181007,,427702905,"Dislocation, complete, inferior",Morphological_Abnormalitiy_PID,0
427703492,61542006,,427702905,"Closed dislocation, complete",Morphological_Abnormalitiy_PID,0
427703493,8833001,,427702905,"Open dislocation, complete",Morphological_Abnormalitiy_PID,0
427703494,125180008,,427702905,"Dislocation, complete, posterior",Morphological_Abnormalitiy_PID,0
427703495,74617009,,427702906,Bilateral congenital dislocation,Morphological_Abnormalitiy_PID,0
427703496,69961000,,427702906,Partial congenital dislocation,Morphological_Abnormalitiy_PID,0
427703497,11284000,,427702907,"Closed dislocation, incomplete",Morphological_Abnormalitiy_PID,0
427703498,69961000,,427702907,Partial congenital dislocation,Morphological_Abnormalitiy_PID,0
427703499,7313006,,427702907,"Open dislocation, incomplete",Morphological_Abnormalitiy_PID,0
427703500,34277002,,427702908,"Dislocation, multiple",Morphological_Abnormalitiy_PID,0
427703501,7906001,,427702908,Open traumatic dislocation,Morphological_Abnormalitiy_PID,0
427703502,129155002,,427702908,Closed traumatic dislocation,Morphological_Abnormalitiy_PID,0
427703503,53739007,,427702909,Inferior open dislocation,Morphological_Abnormalitiy_PID,0
427703504,125181007,,427702909,"Dislocation, complete, inferior",Morphological_Abnormalitiy_PID,0
427703505,123737005,,427702916,"Fracture, closed, comminuted, with displacement",Morphological_Abnormalitiy_PID,0
427703506,125169008,,427702916,"Depressed fracture, closed",Morphological_Abnormalitiy_PID,0
427703507,125170009,,427702918,"Depressed fracture, open",Morphological_Abnormalitiy_PID,0
427703508,125169008,,427702918,"Depressed fracture, closed",Morphological_Abnormalitiy_PID,0
427703509,125170009,,427702919,"Depressed fracture, open",Morphological_Abnormalitiy_PID,0
427703510,123738000,,427702919,"Fracture, open, comminuted, with displacement",Morphological_Abnormalitiy_PID,0
427703511,127559009,,427702925,Ectropion,Morphological_Abnormalitiy_PID,0
427703512,90738007,,427702927,Obstruction by torsion,Morphological_Abnormalitiy_PID,0
427703519,103648004,,427702964,"Atypical endometrial glandular cells of uncertain significance, probably malignant",Morphological_Abnormalitiy_PID,0
427703520,103647009,,427702964,"Atypical endometrial glandular cells of uncertain significance, probably benign",Morphological_Abnormalitiy_PID,0
427703521,103645001,,427702965,"Atypical endocervical glandular cells of uncertain significance, probably malignant",Morphological_Abnormalitiy_PID,0
427703522,103644002,,427702965,"Atypical endocervical glandular cells of uncertain significance, probably benign",Morphological_Abnormalitiy_PID,0
427703523,373882004,,427702965,"Atypical endocervical cells, favor neoplastic",Morphological_Abnormalitiy_PID,0
427703518,373879009,,427702962,High-grade squamous intraepithelial lesion with features suspicious for invasion,Morphological_Abnormalitiy_PID,0
427703519,103648004,,427702964,"Atypical endometrial glandular cells of uncertain significance, probably malignant",Morphological_Abnormalitiy_PID,0
427703520,103647009,,427702964,"Atypical endometrial glandular cells of uncertain significance, probably benign",Morphological_Abnormalitiy_PID,0
427703521,103645001,,427702965,"Atypical endocervical glandular cells of uncertain significance, probably malignant",Morphological_Abnormalitiy_PID,0
427703522,103644002,,427702965,"Atypical endocervical glandular cells of uncertain significance, probably benign",Morphological_Abnormalitiy_PID,0
427703523,373882004,,427702965,"Atypical endocervical cells, favor neoplastic",Morphological_Abnormalitiy_PID,0
427703524,261240000,,427702970,Arterial graft,Morphological_Abnormalitiy_PID,0
427703525,312317000,,427702970,Arteriovenous graft,Morphological_Abnormalitiy_PID,0
427704430,438503005,,427703452,Surgically constructed arteriovenous fistula,Morphological_Abnormalitiy_PID,0
427703527,118508005,,427702980,Structure of ileal conduit,Morphological_Abnormalitiy_PID,0
427703528,263978000,,427702980,Colonic conduit,Morphological_Abnormalitiy_PID,0
427703529,280699007,,427702983,Abdominal stoma,Morphological_Abnormalitiy_PID,0
427703530,310863006,,427702983,Pharyngostome,Morphological_Abnormalitiy_PID,0
427703531,310871005,,427702983,Esophagostomy - stoma,Morphological_Abnormalitiy_PID,0
427703532,280361007,,427702983,Tracheostomy stoma,Morphological_Abnormalitiy_PID,0
427703533,112650006,,427703015,Furunculosis,Morphological_Abnormalitiy_PID,0
427703534,30691008,,427703038,Anomalous origin of artery,Morphological_Abnormalitiy_PID,0
427703535,128589000,,427703038,Systemic collateral artery to lung,Morphological_Abnormalitiy_PID,0
427703536,125238002,,427703043,"Anomalous venous connection, complete",Morphological_Abnormalitiy_PID,0
427703537,125237007,,427703043,"Anomalous venous connection, partial",Morphological_Abnormalitiy_PID,0
427703538,18465005,,427703043,Anomalous origin of vein,Morphological_Abnormalitiy_PID,0
427703539,26344006,,427703043,Anomalous venous drainage,Morphological_Abnormalitiy_PID,0
427703540,30691008,,427703044,Anomalous origin of artery,Morphological_Abnormalitiy_PID,0
427703541,18465005,,427703044,Anomalous origin of vein,Morphological_Abnormalitiy_PID,0
427703542,78810000,,427703063,Aberrant retinal vein,Morphological_Abnormalitiy_PID,0
427703543,69653007,,427703063,Aberrant retinal artery,Morphological_Abnormalitiy_PID,0
427703544,25774008,,427703068,Anomalous arterial connection,Morphological_Abnormalitiy_PID,0
427703545,24551003,,427703068,Arteriovenous malformation,Morphological_Abnormalitiy_PID,0
427703546,42072004,,427703068,Anomalous venous connection,Morphological_Abnormalitiy_PID,0
427703547,128588008,,427703068,Anomalous pulmonary artery,Morphological_Abnormalitiy_PID,0
427703548,80765002,,427703068,Anomalous lymphatic drainage,Morphological_Abnormalitiy_PID,0
427703549,89180008,,427703070,Congenital venous proliferation,Morphological_Abnormalitiy_PID,0
427703550,400016000,,427703070,Congenital lymphatic malformation,Morphological_Abnormalitiy_PID,0
427704453,67393009,,427703495,Bilateral partial congenital dislocation,Morphological_Abnormalitiy_PID,0
427704456,67393009,,427703498,Bilateral partial congenital dislocation,Morphological_Abnormalitiy_PID,0
427703553,67073007,,427703105,Serous surface papilloma,Morphological_Abnormalitiy_PID,0
427703554,128850004,,427703105,"Papillary cystadenoma, borderline malignancy",Morphological_Abnormalitiy_PID,0
427703555,67182003,,427703105,Mucinous cystadenoma,Morphological_Abnormalitiy_PID,0
427703556,36721002,,427703105,Papillary mucinous cystadenoma,Morphological_Abnormalitiy_PID,0
427703557,128849004,,427703105,"Serous cystadenoma, borderline malignancy",Morphological_Abnormalitiy_PID,0
427703558,72495009,,427703105,Mucinous adenocarcinoma,Morphological_Abnormalitiy_PID,0
427703559,128687009,,427703105,Clear cell cystadenoma,Morphological_Abnormalitiy_PID,0
427703560,90725004,,427703105,Serous cystadenocarcinoma,Morphological_Abnormalitiy_PID,0
427703561,21008007,,427703105,Cystadenocarcinoma,Morphological_Abnormalitiy_PID,0
427703562,32140001,,427703105,Papillary cystadenoma,Morphological_Abnormalitiy_PID,0
427703563,22116003,,427703105,Papillary serous cystadenoma,Morphological_Abnormalitiy_PID,0
427703564,128695008,,427703105,"Mucinous adenocarcinoma, endocervical type",Morphological_Abnormalitiy_PID,0
427703565,47620003,,427703105,Cystadenoma,Morphological_Abnormalitiy_PID,0
427703566,79143006,,427703105,Mucinous cystadenocarcinoma,Morphological_Abnormalitiy_PID,0
427703567,128852007,,427703105,Mucinous cystic tumor of borderline malignancy,Morphological_Abnormalitiy_PID,0
427703568,116061001,,427703105,Solid pseudopapillary carcinoma,Morphological_Abnormalitiy_PID,0
427703569,4305004,,427703105,Metastatic signet ring cell carcinoma,Morphological_Abnormalitiy_PID,0
427703570,87737001,,427703105,Signet ring cell carcinoma,Morphological_Abnormalitiy_PID,0
